InvoiceNo,InvoiceDate,CustomerID,CustomerName,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice
INV3816,2024-06-23,C0250,Isha Muller,Canada,P0047,Leather Wallet,Fashion,6,4347.51,26085.06
INV6269,2024-09-08,C0492,Liam Brown,United States,P0034,Electric Kettle Pro,Home & Kitchen,2,1603.09,3206.18
INV2248,2023-10-20,C0102,Mia Sharma,Germany,P0046,Running Shoes Pro,Fashion,6,3909.98,23459.88
INV3912,2024-09-25,C0266,Sara Singh,France,P0010,USB-C Cable Pro,Electronics,4,2704.17,10816.68
INV9377,2024-09-07,C0798,Ethan Williams,United States,P0044,Denim Jacket Pro,Fashion,5,1495.56,7477.8
INV2706,2023-07-15,C0147,Charlotte Malhotra,United States,P0085,Sketch Pens,Books & Stationery,2,752.27,1504.54
INV3975,2024-09-04,C0270,Arjun Brown,India,P0087,Desk Organizer,Books & Stationery,1,184.38,184.38
INV1445,2024-01-07,C0044,Charlotte Williams,UAE,P0067,Perfume,Beauty & Personal Care,3,186.8,560.4
INV3411,2024-12-22,C0214,Lucas Jones,India,P0065,Shampoo,Beauty & Personal Care,2,1420.53,2841.06
INV4961,2023-11-22,C0374,Ethan Iyer,Germany,P0117,Fitness Tracker,Sports & Fitness,4,1356.66,5426.64
INV4243,2024-12-09,C0297,Diya Garcia,France,P0064,Moisturizer Pro,Beauty & Personal Care,3,1629.5,4888.5
INV4252,2024-07-03,C0297,Diya Garcia,France,P0089,Planner Diary,Books & Stationery,4,795.89,3183.56
INV5109,2024-11-06,C0391,Arjun Kumar,Netherlands,P0040,Bedsheet Set Pro,Home & Kitchen,5,5584.35,27921.75
INV7154,2023-12-14,C0581,Henry Smith,United Kingdom,P0021,Non-stick Pan,Home & Kitchen,5,1856.0,9280.0
INV4248,2024-06-05,C0297,Diya Garcia,France,P0013,Webcam,Electronics,5,2736.76,13683.8
INV9240,2024-09-06,C0784,Amelia Gupta,United Kingdom,P0054,Backpack Pro,Fashion,1,1265.31,1265.31
INV7465,2024-10-23,C0612,Meera Jones,Australia,P0111,Cycling Gloves,Sports & Fitness,3,1049.13,3147.39
INV8817,2024-07-11,C0737,Olivia Kumar,United Kingdom,P0021,Non-stick Pan,Home & Kitchen,2,1794.03,3588.06
INV6280,2024-06-29,C0492,Liam Brown,United States,P0119,Football,Sports & Fitness,3,2906.57,8719.71
INV4394,2024-12-02,C0310,Priya Sharma,India,P0071,Sunscreen,Beauty & Personal Care,5,914.35,4571.75
INV3322,2024-08-18,C0202,Noah Khan,India,P0070,Lipstick Pro,Beauty & Personal Care,5,898.41,4492.05
INV5335,2024-09-10,C0408,Amelia Nair,India,P0070,Lipstick Pro,Beauty & Personal Care,4,957.66,3830.64
INV2853,2024-12-15,C0159,Isha Verma,India,P0006,Smart Watch Pro,Electronics,2,4552.04,9104.08
INV8005,2024-07-05,C0663,Ava Malhotra,United States,P0004,Bluetooth Speaker Pro,Electronics,6,1443.89,8663.34
INV8776,2024-11-07,C0735,Karan Malhotra,United Kingdom,P0101,Yoga Mat,Sports & Fitness,1,1494.1,1494.1
INV7436,2024-05-08,C0609,Henry Verma,United States,P0052,Formal Shirt Pro,Fashion,5,2025.9,10129.5
INV6474,2024-08-12,C0511,William Singh,United States,P0096,Bookmark Set Pro,Books & Stationery,1,673.33,673.33
INV1371,2023-10-15,C0039,Ethan Williams,Germany,P0045,Running Shoes,Fashion,3,1195.6,3586.8
INV3510,2023-06-16,C0226,James Fischer,India,P0120,Football Pro,Sports & Fitness,1,1140.62,1140.62
INV9210,2024-11-19,C0781,Mason Muller,Germany,P0084,Fiction Novel Pro,Books & Stationery,1,893.04,893.04
INV7661,2024-11-16,C0623,William Gupta,United Kingdom,P0012,Laptop Stand Pro,Electronics,4,9609.57,38438.28
INV4740,2024-08-13,C0345,Mason Gupta,United Kingdom,P0053,Backpack,Fashion,4,2663.58,10654.32
INV3634,2024-08-05,C0235,Ananya Kumar,India,P0052,Formal Shirt Pro,Fashion,4,3872.75,15491.0
INV1804,2023-06-23,C0073,Rohan Singh,India,P0098,Art Supplies Kit Pro,Books & Stationery,4,585.94,2343.76
INV1578,2024-12-25,C0053,Lucas Nair,UAE,P0078,Face Mask Pack Pro,Beauty & Personal Care,1,654.86,654.86
INV8932,2024-11-21,C0749,Harper Jones,UAE,P0061,Face Wash,Beauty & Personal Care,5,1898.76,9493.8
INV7849,2024-09-29,C0639,Mia Gupta,India,P0031,Air Fryer,Home & Kitchen,5,646.11,3230.55
INV3585,2024-08-07,C0233,Noah Gupta,United States,P0038,Wall Clock Pro,Home & Kitchen,4,4087.68,16350.72
INV3730,2024-06-23,C0242,Kabir Nair,Singapore,P0053,Backpack,Fashion,1,2278.47,2278.47
INV8680,2024-11-02,C0724,Meera Chopra,France,P0027,Storage Boxes,Home & Kitchen,1,2395.32,2395.32
INV5850,2024-08-29,C0459,Arjun Khan,India,P0104,Dumbbell Set Pro,Sports & Fitness,6,2783.92,16703.52
INV6326,2024-06-23,C0497,James Johnson,United States,P0011,Laptop Stand,Electronics,1,5401.96,5401.96
INV8539,2024-03-28,C0714,Sara Singh,United Kingdom,P0054,Backpack Pro,Fashion,1,2306.85,2306.85
INV4004,2024-11-24,C0273,Ethan Garcia,Canada,P0073,Hair Dryer,Beauty & Personal Care,6,1004.88,6029.28
INV1365,2024-09-21,C0038,Sara Patel,India,P0016,Mechanical Keyboard Pro,Electronics,3,2465.02,7395.06
INV5038,2024-10-13,C0385,Liam Rossi,France,P0094,Fountain Pen Pro,Books & Stationery,5,470.05,2350.25
INV7476,2024-10-04,C0612,Meera Jones,Australia,P0035,Knife Set,Home & Kitchen,5,588.66,2943.3
INV7459,2024-09-12,C0611,Priya Gupta,India,P0067,Perfume,Beauty & Personal Care,4,326.47,1305.88
INV5510,2024-08-18,C0427,Meera Jones,United Kingdom,P0104,Dumbbell Set Pro,Sports & Fitness,3,1618.2,4854.6
INV7878,2023-06-13,C0642,Noah Nair,United Kingdom,P0053,Backpack,Fashion,6,3696.44,22178.64
INV1755,2023-08-08,C0067,Emma Nair,India,P0045,Running Shoes,Fashion,6,1776.12,10656.72
INV6386,2024-12-05,C0501,Diya Jones,Germany,P0098,Art Supplies Kit Pro,Books & Stationery,2,1219.13,2438.26
INV3281,2024-12-02,C0198,Emma Williams,Canada,P0056,Sports Cap Pro,Fashion,6,2202.82,13216.92
INV6416,2024-07-02,C0503,Olivia Brown,United Kingdom,P0111,Cycling Gloves,Sports & Fitness,5,1304.69,6523.45
INV4235,2024-07-21,C0296,Charlotte Garcia,United States,P0013,Webcam,Electronics,1,2802.56,2802.56
INV3806,2024-04-16,C0250,Isha Muller,Canada,P0097,Art Supplies Kit,Books & Stationery,5,889.52,4447.6
INV8122,2024-12-02,C0679,Emma Khan,Singapore,P0088,Desk Organizer Pro,Books & Stationery,3,425.34,1276.02
INV6426,2024-07-29,C0503,Olivia Brown,United Kingdom,P0090,Planner Diary Pro,Books & Stationery,5,161.75,808.75
INV4397,2024-09-03,C0310,Priya Sharma,India,P0103,Dumbbell Set,Sports & Fitness,5,1514.42,7572.1
INV8845,2023-08-09,C0740,Aditya Jones,United Kingdom,P0032,Air Fryer Pro,Home & Kitchen,4,2515.24,10060.96
INV1208,2024-08-26,C0023,Ethan Patel,India,P0085,Sketch Pens,Books & Stationery,6,573.94,3443.64
INV6643,2024-12-21,C0526,Priya Rossi,United Kingdom,P0110,Skipping Rope Pro,Sports & Fitness,1,1484.89,1484.89
INV4371,2023-10-31,C0307,Charlotte Smith,United States,P0114,Gym Bag Pro,Sports & Fitness,2,2414.67,4829.34
INV6941,2024-04-15,C0558,Meera Williams,India,P0031,Air Fryer,Home & Kitchen,2,490.2,980.4
INV9255,2024-12-23,C0786,William Patel,UAE,P0080,Body Lotion Pro,Beauty & Personal Care,6,1945.58,11673.48
INV1397,2024-11-18,C0041,Arjun Muller,India,P0091,Sticky Notes,Books & Stationery,1,213.22,213.22
INV2838,2024-09-09,C0159,Isha Verma,India,P0018,Wireless Mouse Pro,Electronics,5,5399.51,26997.55
INV4681,2024-08-20,C0336,Emma Gupta,India,P0120,Football Pro,Sports & Fitness,4,1980.9,7923.6
INV6969,2024-11-22,C0562,Diya Iyer,India,P0113,Gym Bag,Sports & Fitness,3,1595.79,4787.37
INV5651,2024-11-01,C0440,Ava Fischer,India,P0032,Air Fryer Pro,Home & Kitchen,5,3459.21,17296.05
INV8442,2024-04-30,C0703,Liam Fischer,United Kingdom,P0095,Bookmark Set,Books & Stationery,4,785.75,3143.0
INV2230,2023-08-04,C0101,Diya Garcia,India,P0111,Cycling Gloves,Sports & Fitness,1,1042.46,1042.46
INV7224,2024-09-27,C0588,Aditya Singh,India,P0010,USB-C Cable Pro,Electronics,4,4381.67,17526.68
INV4956,2024-06-27,C0373,James Rossi,India,P0068,Perfume Pro,Beauty & Personal Care,6,843.56,5061.36
INV8888,2024-06-07,C0744,Karan Muller,United States,P0022,Non-stick Pan Pro,Home & Kitchen,5,426.44,2132.2
INV5664,2023-10-28,C0444,Sara Rossi,United Kingdom,P0002,Wireless Earbuds Pro,Electronics,4,879.84,3519.36
INV5970,2024-08-20,C0470,Karan Chopra,Singapore,P0036,Knife Set Pro,Home & Kitchen,4,895.17,3580.68
INV2446,2024-09-14,C0124,Emma Brown,India,P0034,Electric Kettle Pro,Home & Kitchen,1,951.14,951.14
INV4861,2024-12-24,C0363,Noah Garcia,United Kingdom,P0103,Dumbbell Set,Sports & Fitness,6,1094.18,6565.08
INV5791,2024-10-10,C0457,Liam Garcia,India,P0011,Laptop Stand,Electronics,1,5432.76,5432.76
INV3525,2024-02-25,C0229,Liam Verma,Canada,P0029,Cushion Cover Set,Home & Kitchen,1,2283.15,2283.15
INV3392,2024-12-21,C0214,Lucas Jones,India,P0055,Sports Cap,Fashion,5,4588.2,22941.0
INV9326,2024-09-05,C0794,Isha Fischer,United States,P0105,Resistance Bands,Sports & Fitness,1,1043.92,1043.92
INV7161,2024-08-12,C0581,Henry Smith,United Kingdom,P0001,Wireless Earbuds,Electronics,1,5689.06,5689.06
INV2260,2024-08-07,C0102,Mia Sharma,Germany,P0087,Desk Organizer,Books & Stationery,6,305.76,1834.56
INV2075,2024-08-19,C0088,Noah Patel,Germany,P0043,Denim Jacket,Fashion,2,3119.28,6238.56
INV2069,2024-11-08,C0088,Noah Patel,Germany,P0085,Sketch Pens,Books & Stationery,1,730.28,730.28
INV1131,2024-12-14,C0019,Noah Williams,United Kingdom,P0038,Wall Clock Pro,Home & Kitchen,2,5278.0,10556.0
INV4634,2023-07-07,C0334,Lucas Dubois,India,P0096,Bookmark Set Pro,Books & Stationery,6,682.31,4093.86
INV9255,2024-12-23,C0786,William Patel,UAE,P0070,Lipstick Pro,Beauty & Personal Care,4,1289.17,5156.68
INV1637,2024-12-29,C0057,Harper Garcia,India,P0017,Wireless Mouse,Electronics,5,7458.97,37294.85
INV6341,2024-11-26,C0498,Amelia Singh,India,P0005,Smart Watch,Electronics,1,4437.25,4437.25
INV7601,2023-02-12,C0619,Aarav Nair,Australia,P0032,Air Fryer Pro,Home & Kitchen,4,2582.23,10328.92
INV7630,2024-11-03,C0623,William Gupta,United Kingdom,P0013,Webcam,Electronics,2,3556.25,7112.5
INV8155,2024-12-30,C0682,Lucas Patel,India,P0072,Sunscreen Pro,Beauty & Personal Care,5,1340.96,6704.8
INV9240,2024-09-06,C0784,Amelia Gupta,United Kingdom,P0051,Formal Shirt,Fashion,1,2477.1,2477.1
INV8816,2023-06-25,C0737,Olivia Kumar,United Kingdom,P0056,Sports Cap Pro,Fashion,3,2233.84,6701.52
INV7859,2024-10-19,C0642,Noah Nair,United Kingdom,P0057,Analog Watch,Fashion,1,2185.61,2185.61
INV6997,2024-12-17,C0566,Lucas Dubois,United States,P0032,Air Fryer Pro,Home & Kitchen,4,3502.4,14009.6
INV3838,2023-09-01,C0253,Diya Gupta,Canada,P0091,Sticky Notes,Books & Stationery,1,85.93,85.93
INV5185,2024-10-07,C0395,Kabir Iyer,United Kingdom,P0111,Cycling Gloves,Sports & Fitness,2,1235.54,2471.08
INV8321,2024-08-14,C0693,Harper Smith,United States,P0037,Wall Clock,Home & Kitchen,2,582.63,1165.26
INV1990,2024-07-30,C0083,Sara Sharma,United Kingdom,P0116,Foam Roller Pro,Sports & Fitness,1,3526.44,3526.44
INV5564,2024-09-18,C0433,Emma Patel,United States,P0081,Notebook Set,Books & Stationery,5,166.03,830.15
INV1138,2024-04-29,C0019,Noah Williams,United Kingdom,P0111,Cycling Gloves,Sports & Fitness,1,1292.52,1292.52
INV1936,2024-10-24,C0080,Ethan Chopra,India,P0041,Cotton T-Shirt,Fashion,1,2385.8,2385.8
INV3173,2023-09-27,C0188,Karan Iyer,United States,P0035,Knife Set,Home & Kitchen,6,436.98,2621.88
INV2948,2024-10-25,C0168,Aarav Dubois,India,P0118,Fitness Tracker Pro,Sports & Fitness,5,490.64,2453.2
INV8878,2023-08-08,C0743,Riya Nair,France,P0054,Backpack Pro,Fashion,1,1320.25,1320.25
INV6088,2024-11-26,C0484,Olivia Fischer,United States,P0025,LED Desk Lamp,Home & Kitchen,3,1432.43,4297.29
INV1579,2024-02-03,C0054,Emma Fischer,Canada,P0100,Puzzle Book Pro,Books & Stationery,4,439.49,1757.96
INV5337,2024-10-06,C0408,Amelia Nair,India,P0008,Power Bank Pro,Electronics,1,3571.6,3571.6
INV5598,2024-12-10,C0434,Lucas Jones,India,P0065,Shampoo,Beauty & Personal Care,2,1369.7,2739.4
INV6839,2024-09-19,C0545,Lucas Chopra,United States,P0084,Fiction Novel Pro,Books & Stationery,6,529.17,3175.02
INV3584,2023-11-02,C0233,Noah Gupta,United States,P0109,Skipping Rope,Sports & Fitness,6,1346.33,8077.98
INV2699,2023-10-07,C0146,Mason Verma,India,P0073,Hair Dryer,Beauty & Personal Care,5,1014.87,5074.35
INV4676,2024-11-19,C0336,Emma Gupta,India,P0105,Resistance Bands,Sports & Fitness,4,1279.3,5117.2
INV1489,2023-05-15,C0047,Diya Malhotra,United Kingdom,P0064,Moisturizer Pro,Beauty & Personal Care,6,1664.31,9985.86
INV7329,2024-09-14,C0597,Vivaan Kumar,Germany,P0103,Dumbbell Set,Sports & Fitness,4,1081.95,4327.8
INV6644,2023-09-04,C0526,Priya Rossi,United Kingdom,P0046,Running Shoes Pro,Fashion,3,2340.84,7022.52
INV7202,2024-09-28,C0587,Arjun Singh,India,P0119,Football,Sports & Fitness,5,1782.66,8913.3
INV8677,2024-06-17,C0724,Meera Chopra,France,P0046,Running Shoes Pro,Fashion,5,3171.99,15859.95
INV2513,2023-09-28,C0127,Priya Brown,Australia,P0116,Foam Roller Pro,Sports & Fitness,1,2369.04,2369.04
INV3118,2024-07-25,C0183,Sara Smith,UAE,P0039,Bedsheet Set,Home & Kitchen,3,2603.85,7811.55
INV5147,2024-12-21,C0395,Kabir Iyer,United Kingdom,P0100,Puzzle Book Pro,Books & Stationery,3,976.19,2928.57
INV5373,2024-11-12,C0413,Emma Johnson,Singapore,P0037,Wall Clock,Home & Kitchen,4,561.16,2244.64
INV9289,2024-10-27,C0790,Lucas Muller,Singapore,P0095,Bookmark Set,Books & Stationery,5,396.02,1980.1
INV6387,2024-11-15,C0501,Diya Jones,Germany,P0015,Mechanical Keyboard,Electronics,2,7774.51,15549.02
INV2380,2023-03-02,C0115,Rohan Chopra,Germany,P0072,Sunscreen Pro,Beauty & Personal Care,2,956.23,1912.46
INV6014,2024-07-26,C0476,Mia Nair,Netherlands,P0080,Body Lotion Pro,Beauty & Personal Care,2,1932.19,3864.38
INV9360,2024-06-29,C0798,Ethan Williams,United States,P0062,Face Wash Pro,Beauty & Personal Care,3,416.42,1249.26
INV4802,2023-09-18,C0360,Mason Khan,United States,P0091,Sticky Notes,Books & Stationery,2,197.75,395.5
INV4443,2024-07-19,C0313,Harper Iyer,India,P0031,Air Fryer,Home & Kitchen,2,620.41,1240.82
INV1627,2024-07-19,C0057,Harper Garcia,India,P0020,Phone Case Pro,Electronics,4,7198.45,28793.8
INV4444,2024-10-30,C0313,Harper Iyer,India,P0006,Smart Watch Pro,Electronics,2,4567.41,9134.82
INV7673,2024-07-01,C0624,Mia Jones,United States,P0107,Water Bottle,Sports & Fitness,2,2519.9,5039.8
INV5726,2024-09-10,C0449,Lucas Gupta,United Kingdom,P0078,Face Mask Pack Pro,Beauty & Personal Care,4,365.17,1460.68
INV4556,2024-06-27,C0327,Riya Sharma,United States,P0008,Power Bank Pro,Electronics,2,4679.01,9358.02
INV3271,2024-05-30,C0198,Emma Williams,Canada,P0058,Analog Watch Pro,Fashion,5,3528.78,17643.9
INV1090,2024-12-25,C0013,Lucas Nair,Australia,P0001,Wireless Earbuds,Electronics,2,5618.32,11236.64
INV4340,2024-10-03,C0301,Charlotte Rossi,India,P0036,Knife Set Pro,Home & Kitchen,4,1468.03,5872.12
INV5490,2024-03-11,C0425,Olivia Patel,India,P0049,Sunglasses,Fashion,3,747.31,2241.93
INV7220,2023-12-12,C0588,Aditya Singh,India,P0056,Sports Cap Pro,Fashion,1,2201.76,2201.76
INV4056,2024-09-13,C0274,Liam Khan,UAE,P0090,Planner Diary Pro,Books & Stationery,6,165.61,993.66
INV6026,2024-10-25,C0476,Mia Nair,Netherlands,P0034,Electric Kettle Pro,Home & Kitchen,5,1642.83,8214.15
INV1329,2024-12-24,C0034,Lucas Khan,Singapore,P0077,Face Mask Pack,Beauty & Personal Care,1,1868.01,1868.01
INV2085,2024-12-26,C0089,Olivia Rossi,Canada,P0025,LED Desk Lamp,Home & Kitchen,1,1120.46,1120.46
INV8665,2024-06-14,C0722,Sara Fischer,India,P0057,Analog Watch,Fashion,3,1237.36,3712.08
INV3617,2024-07-05,C0235,Ananya Kumar,India,P0026,LED Desk Lamp Pro,Home & Kitchen,2,4635.25,9270.5
INV6311,2024-08-17,C0496,Henry Smith,United Kingdom,P0099,Puzzle Book,Books & Stationery,2,448.08,896.16
INV2465,2024-10-24,C0126,Aarav Iyer,United Kingdom,P0019,Phone Case,Electronics,3,7601.6,22804.8
INV3564,2023-08-06,C0232,Vivaan Sharma,United States,P0092,Sticky Notes Pro,Books & Stationery,1,549.42,549.42
INV6493,2023-09-13,C0512,Isha Sharma,United Kingdom,P0074,Hair Dryer Pro,Beauty & Personal Care,6,151.5,909.0
INV3106,2024-07-13,C0183,Sara Smith,UAE,P0091,Sticky Notes,Books & Stationery,2,164.48,328.96
INV1982,2024-10-12,C0083,Sara Sharma,United Kingdom,P0058,Analog Watch Pro,Fashion,1,4632.14,4632.14
INV9076,2024-12-27,C0768,Diya Nair,Canada,P0081,Notebook Set,Books & Stationery,1,177.76,177.76
INV6741,2024-11-24,C0539,Liam Fischer,United Kingdom,P0109,Skipping Rope,Sports & Fitness,3,1678.97,5036.91
INV2239,2024-10-08,C0102,Mia Sharma,Germany,P0029,Cushion Cover Set,Home & Kitchen,6,3541.43,21248.58
INV5848,2024-11-06,C0459,Arjun Khan,India,P0054,Backpack Pro,Fashion,2,2316.87,4633.74
INV8661,2024-11-23,C0721,Aarav Iyer,UAE,P0051,Formal Shirt,Fashion,6,4355.53,26133.18
INV9122,2024-09-26,C0775,Isha Gupta,Australia,P0059,Winter Hoodie,Fashion,4,2285.85,9143.4
INV7616,2023-02-14,C0621,Emma Patel,India,P0037,Wall Clock,Home & Kitchen,2,420.27,840.54
INV2193,2024-11-28,C0099,Priya Reddy,India,P0008,Power Bank Pro,Electronics,3,6040.49,18121.47
INV7682,2024-09-03,C0624,Mia Jones,United States,P0060,Winter Hoodie Pro,Fashion,1,3242.11,3242.11
INV4526,2024-10-17,C0320,Charlotte Khan,India,P0056,Sports Cap Pro,Fashion,6,2236.37,13418.22
INV6602,2024-08-30,C0522,Vivaan Gupta,United Kingdom,P0074,Hair Dryer Pro,Beauty & Personal Care,4,271.42,1085.68
INV9346,2024-08-20,C0797,Sophia Verma,UAE,P0012,Laptop Stand Pro,Electronics,5,6165.46,30827.3
INV2482,2024-09-04,C0126,Aarav Iyer,United Kingdom,P0115,Foam Roller,Sports & Fitness,3,1343.38,4030.14
INV1011,2024-12-30,C0002,Aarav Williams,Singapore,P0003,Bluetooth Speaker,Electronics,1,7451.27,7451.27
INV2122,2024-07-13,C0094,Sara Malhotra,United States,P0118,Fitness Tracker Pro,Sports & Fitness,6,462.12,2772.72
INV2936,2024-03-25,C0166,Karan Verma,Australia,P0063,Moisturizer,Beauty & Personal Care,1,1004.25,1004.25
INV5870,2023-12-21,C0461,Emma Kumar,India,P0119,Football,Sports & Fitness,3,2241.28,6723.84
INV7036,2024-04-26,C0570,Diya Verma,United Kingdom,P0019,Phone Case,Electronics,3,6304.91,18914.73
INV9207,2024-09-30,C0781,Mason Muller,Germany,P0034,Electric Kettle Pro,Home & Kitchen,3,1593.65,4780.95
INV7801,2024-12-05,C0636,Olivia Jones,United Kingdom,P0007,Power Bank,Electronics,5,9068.54,45342.7
INV5464,2024-05-14,C0422,Ananya Chopra,Australia,P0116,Foam Roller Pro,Sports & Fitness,5,2998.57,14992.85
INV8635,2024-09-28,C0721,Aarav Iyer,UAE,P0002,Wireless Earbuds Pro,Electronics,5,1985.12,9925.6
INV3319,2023-03-07,C0202,Noah Khan,India,P0078,Face Mask Pack Pro,Beauty & Personal Care,1,458.38,458.38
INV7123,2024-10-24,C0578,Henry Fischer,UAE,P0005,Smart Watch,Electronics,3,3209.85,9629.55
INV6960,2024-05-22,C0562,Diya Iyer,India,P0077,Face Mask Pack,Beauty & Personal Care,2,1901.2,3802.4
INV6059,2024-06-12,C0479,William Singh,Singapore,P0001,Wireless Earbuds,Electronics,1,5268.83,5268.83
INV3763,2023-06-25,C0247,Karan Muller,United Kingdom,P0068,Perfume Pro,Beauty & Personal Care,3,1352.09,4056.27
INV6698,2024-10-12,C0533,Ava Jones,Netherlands,P0080,Body Lotion Pro,Beauty & Personal Care,3,1783.59,5350.77
INV1648,2024-12-20,C0057,Harper Garcia,India,P0078,Face Mask Pack Pro,Beauty & Personal Care,6,828.22,4969.32
INV5747,2024-09-17,C0453,Diya Nair,United Kingdom,P0012,Laptop Stand Pro,Electronics,6,8036.69,48220.14
INV2072,2024-10-01,C0088,Noah Patel,Germany,P0081,Notebook Set,Books & Stationery,3,168.26,504.78
INV3102,2024-08-06,C0182,Rohan Khan,India,P0032,Air Fryer Pro,Home & Kitchen,6,2210.7,13264.2
INV5014,2024-11-17,C0382,Harper Chopra,Germany,P0014,Webcam Pro,Electronics,3,902.91,2708.73
INV6377,2024-11-22,C0501,Diya Jones,Germany,P0012,Laptop Stand Pro,Electronics,2,9370.13,18740.26
INV6479,2024-07-29,C0511,William Singh,United States,P0048,Leather Wallet Pro,Fashion,1,1566.32,1566.32
INV4920,2024-07-15,C0369,Aditya Rossi,India,P0070,Lipstick Pro,Beauty & Personal Care,3,1547.95,4643.85
INV8475,2024-07-17,C0704,Aarav Kumar,India,P0012,Laptop Stand Pro,Electronics,2,6166.77,12333.54
INV8664,2023-06-20,C0722,Sara Fischer,India,P0047,Leather Wallet,Fashion,2,1778.33,3556.66
INV8379,2024-07-09,C0694,Ananya Smith,India,P0058,Analog Watch Pro,Fashion,6,4705.9,28235.4
INV2238,2024-11-24,C0102,Mia Sharma,Germany,P0120,Football Pro,Sports & Fitness,2,1949.39,3898.78
INV7022,2024-10-15,C0569,Mason Khan,UAE,P0075,Trimmer,Beauty & Personal Care,4,1678.45,6713.8
INV2236,2023-08-24,C0101,Diya Garcia,India,P0037,Wall Clock,Home & Kitchen,6,558.9,3353.4
INV7186,2024-03-29,C0584,Meera Williams,United Kingdom,P0072,Sunscreen Pro,Beauty & Personal Care,4,1087.46,4349.84
INV3937,2024-12-07,C0268,Arjun Kumar,Germany,P0066,Shampoo Pro,Beauty & Personal Care,6,790.82,4744.92
INV7453,2024-05-28,C0611,Priya Gupta,India,P0076,Trimmer Pro,Beauty & Personal Care,2,804.23,1608.46
INV7517,2024-06-23,C0614,Isha Sharma,India,P0025,LED Desk Lamp,Home & Kitchen,5,1377.74,6888.7
INV1083,2024-09-13,C0013,Lucas Nair,Australia,P0021,Non-stick Pan,Home & Kitchen,4,1703.58,6814.32
INV5679,2024-08-07,C0447,Sophia Malhotra,Netherlands,P0044,Denim Jacket Pro,Fashion,1,1132.2,1132.2
INV7804,2024-10-08,C0636,Olivia Jones,United Kingdom,P0060,Winter Hoodie Pro,Fashion,1,4158.93,4158.93
INV4979,2024-11-26,C0376,Sara Iyer,United Kingdom,P0115,Foam Roller,Sports & Fitness,1,737.91,737.91
INV4305,2024-11-08,C0301,Charlotte Rossi,India,P0004,Bluetooth Speaker Pro,Electronics,6,1842.62,11055.72
INV2017,2024-12-24,C0084,Charlotte Patel,India,P0097,Art Supplies Kit,Books & Stationery,3,716.32,2148.96
INV5766,2023-06-13,C0454,Henry Singh,UAE,P0100,Puzzle Book Pro,Books & Stationery,4,838.65,3354.6
INV4523,2023-10-16,C0320,Charlotte Khan,India,P0017,Wireless Mouse,Electronics,4,6201.51,24806.04
INV4108,2023-06-17,C0282,Liam Verma,United Kingdom,P0055,Sports Cap,Fashion,5,3763.97,18819.85
INV6790,2024-06-30,C0540,Aditya Smith,India,P0107,Water Bottle,Sports & Fitness,6,2964.99,17789.94
INV1024,2023-10-19,C0003,Emma Brown,France,P0041,Cotton T-Shirt,Fashion,2,1624.11,3248.22
INV8270,2023-03-10,C0690,Riya Brown,India,P0023,Ceramic Mug Set,Home & Kitchen,6,2044.45,12266.7
INV8216,2024-07-29,C0685,Karan Sharma,UAE,P0068,Perfume Pro,Beauty & Personal Care,1,1032.89,1032.89
INV8887,2023-02-22,C0744,Karan Muller,United States,P0074,Hair Dryer Pro,Beauty & Personal Care,2,206.95,413.9
INV9170,2024-07-01,C0777,Olivia Singh,India,P0115,Foam Roller,Sports & Fitness,1,1358.83,1358.83
